Serial Number, Wavelength,Intensity,Absorbance,Reflectance
6100024,1373.762328789771,65664,0.8664579,0.136001
6100024,1378.197793794947,58937,0.9092061,0.123252
6100024,1381.519465156853,53807,0.9447306,0.1135715
6100024,1384.836913039923,47691,0.9924771,0.1017473
6100024,1388.150137444156,41481,1.048347,0.08946504
6100024,1391.459138369552,35650,1.109464,0.07772066
6100024,1394.763915816112,30302,1.175933,0.06669103
6100024,1398.064469783836,26670,1.228657,0.05906676
6100024,1401.360800272722,23950,1.273442,0.05327929
6100024,1405.74933773527,21216,1.325481,0.04726272
6100024,1409.035813440205,19914,1.353601,0.0442995
6100024,1412.318065666304,19594,1.361524,0.04349863
6100024,1415.596094413566,18678,1.383199,0.04138096
6100024,1418.869899681991,18529,1.387813,0.04094372
6100024,1422.13948147158,18887,1.380671,0.04162259
6100024,1425.404839782333,18806,1.383697,0.04133359
6100024,1428.665974614249,18457,1.393195,0.04043943
6100024,1433.007584534169,18405,1.395975,0.04018138
6100024,1436.258864582133,18355,1.398234,0.03997291
6100024,1439.50592115126,18507,1.396304,0.040151
6100024,1442.748754241551,18307,1.4019,0.03963695
6100024,1445.987363853006,18081,1.408422,0.0390461
6100024,1449.221749985624,18250,1.405136,0.03934266
6100024,1452.451912639405,18357,1.403212,0.03951736
6100024,1455.67785181435,18162,1.408463,0.03904245
6100024,1459.972534191642,18280,1.405741,0.03928792
6100024,1463.188618582635,18238,1.40659,0.03921122
6100024,1466.400479494792,18765,1.394109,0.0403544
6100024,1469.608116928112,18320,1.403837,0.03946056
6100024,1472.811530882595,18312,1.403306,0.03950886
6100024,1476.010721358242,18629,1.395025,0.04026934
6100024,1479.205688355053,18542,1.396414,0.0401408
6100024,1482.396431873026,18504,1.396147,0.04016549
6100024,1486.644186707691,18275,1.399743,0.03983425
6100024,1489.825075441712,18708,1.388201,0.04090709
6100024,1493.001740696898,18678,1.387393,0.04098336
6100024,1496.174182473247,18587,1.387643,0.04095975
6100024,1499.34240077076,19015,1.375901,0.04208227
6100024,1502.506395589436,18848,1.377661,0.04191201
6100024,1505.666166929275,18773,1.377253,0.04195149
6100024,1508.821714790278,18972,1.370435,0.04261522
6100024,1513.022542082314,19405,1.35699,0.04395522
6100024,1516.168235159365,19240,1.357757,0.04387765
6100024,1519.30970475758,19370,1.352525,0.04440939
6100024,1522.446950876958,20045,1.334478,0.04629373
6100024,1525.579973517499,20458,1.322309,0.04760918
6100024,1528.708772679204,20117,1.326215,0.04718291
6100024,1531.833348362073,20240,1.320037,0.04785888
6100024,1534.953700566105,20689,1.306727,0.04934835
6100024,1539.107600315513,21281,1.289118,0.05139035
6100024,1542.218097735593,21407,1.282475,0.05218254
6100024,1545.324371676836,21554,1.275033,0.05308435
6100024,1548.426422139243,22062,1.259905,0.05496605
6100024,1551.524249122814,22857,1.239606,0.05759621
6100024,1554.617852627548,22420,1.242883,0.05716325
6100024,1557.707232653446,22887,1.228649,0.0590678
6100024,1560.792389200506,23056,1.21962,0.06030866
6100024,1564.899361407287,23634,1.200533,0.06301828
6100024,1567.974663170396,23569,1.195331,0.06377774
6100024,1571.045741454668,23965,1.181659,0.06581748
6100024,1574.112596260104,23916,1.175676,0.06673047
6100024,1577.175227586704,23997,1.167086,0.06806347
6100024,1580.233635434467,24150,1.156742,0.06970401
6100024,1583.287819803393,24510,1.14281,0.07197646
6100024,1586.337780693483,24480,1.135678,0.07316811
6100024,1589.383518104737,24670,1.124734,0.07503544
6100024,1593.437931463774,24462,1.116832,0.07641318
6100024,1596.473814091075,24739,1.103744,0.07875101
6100024,1599.50547323954,24469,1.099626,0.07950133
6100024,1602.532908909169,24316,1.092423,0.08083078
6100024,1605.556121099961,24224,1.084386,0.0823405
6100024,1608.575109811916,24365,1.071754,0.08477083
6100024,1611.589875045035,24124,1.066174,0.08586703
6100024,1614.600416799318,23953,1.059121,0.08727288
6100024,1618.607902615727,23757,1.048719,0.08938831
6100024,1621.608589586057,23708,1.039642,0.09127624
6100024,1624.605053077551,23383,1.035139,0.09222753
6100024,1627.597293090209,23236,1.027066,0.093958
6100024,1630.58530962403,22677,1.026804,0.09401468
6100024,1633.569102679014,22513,1.018784,0.09576699
6100024,1636.548672255162,22065,1.015722,0.09644468
6100024,1639.524018352474,21860,1.007949,0.09818629
6100024,1643.484576626255,21082,1.006453,0.09852507
6100024,1646.450067939614,20928,0.9968948,0.1007176
6100024,1649.411335774137,20353,0.9943623,0.1013066
6100024,1652.368380129824,20006,0.9858438,0.1033133
6100024,1655.321201006674,19179,0.9862828,0.1032089
6100024,1658.269798404687,18922,0.9718862,0.1066876
6100024,1661.214172323864,18357,0.9607262,0.1094646
6100024,1664.154322764205,17115,0.961462,0.1092793
6100024,1668.067953495358,16087,0.9372453,0.1155459
6100024,1670.998249151746,14116,0.9468438,0.1130202
6100024,1673.924321329298,13125,0.9212751,0.119874
6100024,1676.846170028014,11126,0.9278686,0.1180678
6100024,1679.763795247893,10190,0.8964819,0.1269165
6100024,1682.677196988936,8267,0.9142083,0.1218405
6100024,1685.586375251142,7083,0.910567,0.1228664
6100024,1688.491330034511,5765,0.9292106,0.1177035
6100024,1692.358033223036,4790,0.9164374,0.1212167
6100024,1695.253133222454,4118,0.9167032,0.1211426
6100024,1698.144009743035,3354,0.9441117,0.1137335
6100024,1701.030662784779,3045,0.9211438,0.1199102
